pin_id,cell_type,direction,is_clk,fanout,slack_min,slew_r,slew_f
_076_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_076_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_076_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_076_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_077_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_077_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_077_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_077_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_078_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_078_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_078_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_078_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_079_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_079_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_079_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_079_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_080_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_080_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_080_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_080_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_081_/A,sky130_fd_sc_hd__inv_1,input,0,0,1.538085,0.116413,0.055363
_081_/Y,sky130_fd_sc_hd__inv_1,output,0,4,1.538085,0.076825,0.031852
_082_/A,sky130_fd_sc_hd__nor2b_1,input,0,0,1.998722,0.273280,0.096484
_082_/B_N,sky130_fd_sc_hd__nor2b_1,input,0,0,2.364127,0.198680,0.076840
_082_/Y,sky130_fd_sc_hd__nor2b_1,output,0,7,1.998722,0.353450,0.087226
_083_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.107486,0.616005,0.181179
_083_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.069719,0.353450,0.087226
_083_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.499566,0.112465,0.192674
_083_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.499566,0.367909,0.110085
_084_/A,sky130_fd_sc_hd__inv_1,input,0,0,1.362925,0.000000,0.000000
_084_/Y,sky130_fd_sc_hd__inv_1,output,0,4,1.362925,0.075177,0.026361
_085_/A1,sky130_fd_sc_hd__o311ai_0,input,0,0,1.538085,0.076825,0.031852
_085_/A2,sky130_fd_sc_hd__o311ai_0,input,0,0,2.313564,0.616005,0.181179
_085_/A3,sky130_fd_sc_hd__o311ai_0,input,0,0,1.998722,0.353450,0.087226
_085_/B1,sky130_fd_sc_hd__o311ai_0,input,0,0,1.499566,0.367909,0.110085
_085_/C1,sky130_fd_sc_hd__o311ai_0,input,0,0,1.362925,0.075177,0.026361
_085_/Y,sky130_fd_sc_hd__o311ai_0,output,0,2,1.362925,0.889883,0.175614
_086_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_086_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_086_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_086_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_087_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_087_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_087_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_087_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_088_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_088_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_088_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_088_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_089_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_089_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_089_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_089_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_090_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_090_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_090_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_090_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_091_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_091_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_091_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
_091_/Y,sky130_fd_sc_hd__a21oi_1,output,0,2,1.231392,0.268884,0.075351
_092_/A,sky130_fd_sc_hd__nand3_1,input,0,0,1.730053,0.180322,0.237287
_092_/B,sky130_fd_sc_hd__nand3_1,input,0,0,2.523585,0.318837,0.122445
_092_/C,sky130_fd_sc_hd__nand3_1,input,0,0,2.531187,0.591187,0.223033
_092_/Y,sky130_fd_sc_hd__nand3_1,output,0,4,1.730053,0.195028,0.130546
_093_/A1,sky130_fd_sc_hd__o21ai_0,input,0,0,2.660276,0.733470,0.348663
_093_/A2,sky130_fd_sc_hd__o21ai_0,input,0,0,2.554555,0.684250,0.449778
_093_/B1,sky130_fd_sc_hd__o21ai_0,input,0,0,1.457899,0.099991,0.050904
_093_/Y,sky130_fd_sc_hd__o21ai_0,output,0,4,1.457899,0.434301,0.132432
_094_/A1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.730053,0.195028,0.130546
_094_/A2,sky130_fd_sc_hd__a21oi_1,input,0,0,1.457899,0.434301,0.132432
_094_/B1,sky130_fd_sc_hd__a21oi_1,input,0,0,1.231392,0.000000,0.000000
